               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.018434,            0.028996,            0.001167,             0.97436,             0.97868,             0.99218,             0.83623,            0.013245,            0.023099,          0.00060815,          0.00068603,          0.00068603,          0.00068603
                 316,            0.018446,            0.032158,           0.0011795,             0.98567,              0.9881,             0.99412,             0.83251,            0.012957,            0.021971,          0.00034134,          0.00068503,          0.00068503,          0.00068503
                 317,            0.018401,            0.026737,          0.00097004,             0.96738,             0.98413,             0.99272,             0.83418,            0.013247,            0.022282,          0.00078102,          0.00068403,          0.00068403,          0.00068403
                 318,            0.018791,             0.03065,           0.0011515,             0.95714,             0.94299,             0.98889,               0.839,            0.012416,            0.022417,            0.002141,          0.00068303,          0.00068303,          0.00068303
                 319,            0.018939,             0.03109,            0.001205,             0.96792,              0.9828,             0.99316,             0.83818,            0.013237,            0.022011,           0.0007222,          0.00068203,          0.00068203,          0.00068203
                 320,            0.018346,            0.028514,          0.00089716,             0.98692,             0.98413,             0.99376,             0.84904,            0.011827,            0.020442,          0.00033963,          0.00068103,          0.00068103,          0.00068103
                 321,            0.019253,            0.031175,           0.0010049,             0.98622,             0.98323,             0.99423,              0.8469,            0.012027,            0.020713,          0.00028927,          0.00068003,          0.00068003,          0.00068003
                 322,            0.017913,            0.029639,          0.00082075,             0.98946,              0.9685,             0.99299,             0.84597,            0.012149,             0.02184,          0.00029529,          0.00067903,          0.00067903,          0.00067903
                 323,            0.018298,            0.029826,          0.00090268,             0.97897,             0.97952,             0.99218,             0.85223,             0.01227,            0.022264,          0.00029472,          0.00067803,          0.00067803,          0.00067803
                 324,            0.019038,            0.030154,           0.0011046,             0.97021,             0.98079,             0.99187,             0.84752,            0.012454,            0.025776,          0.00041744,          0.00067703,          0.00067703,          0.00067703
                 325,            0.017402,               0.029,          0.00095298,             0.97315,             0.99508,             0.99331,             0.84581,            0.012385,             0.02586,          0.00022879,          0.00067603,          0.00067603,          0.00067603
                 326,            0.018901,            0.030049,           0.0013105,             0.97212,             0.99603,             0.99242,              0.8404,            0.013018,            0.026253,          0.00034415,          0.00067503,          0.00067503,          0.00067503
                 327,            0.017973,            0.030039,            0.001107,             0.98094,             0.95635,             0.99043,             0.85131,             0.01275,             0.02289,          0.00096054,          0.00067403,          0.00067403,          0.00067403
                 328,            0.018394,            0.028647,           0.0010734,              0.9861,             0.96032,              0.9904,             0.85175,            0.012668,            0.024289,          0.00061671,          0.00067303,          0.00067303,          0.00067303
                 329,            0.018219,            0.027581,          0.00096283,             0.98385,             0.96898,             0.98997,             0.84728,            0.013222,            0.027852,          0.00036092,          0.00067203,          0.00067203,          0.00067203
                 330,            0.018045,            0.030694,           0.0012433,             0.97999,             0.97009,             0.99141,             0.84887,            0.012573,            0.026366,          0.00027304,          0.00067103,          0.00067103,          0.00067103
                 331,            0.019546,            0.029261,          0.00094051,             0.98012,             0.98821,             0.99187,             0.84238,            0.014256,            0.022499,           0.0003424,          0.00067003,          0.00067003,          0.00067003
                 332,            0.018607,            0.027806,          0.00092414,             0.98978,              0.9802,             0.99236,             0.85142,            0.013359,            0.022348,          0.00034565,          0.00066903,          0.00066903,          0.00066903
                 333,            0.019146,             0.03239,          0.00094225,             0.98819,             0.98016,              0.9922,             0.83924,            0.013159,            0.021818,           0.0003945,          0.00066803,          0.00066803,          0.00066803
                 334,              0.0185,            0.027254,           0.0011561,             0.98583,             0.98199,             0.99251,             0.84418,            0.013506,            0.024049,          0.00042079,          0.00066703,          0.00066703,          0.00066703
                 335,            0.018563,             0.02972,           0.0010873,             0.97843,             0.98537,             0.99251,             0.84435,            0.013293,            0.024163,          0.00030834,          0.00066603,          0.00066603,          0.00066603
                 336,            0.017817,            0.028786,           0.0010216,             0.98787,             0.98505,             0.99355,             0.85251,            0.012559,             0.02356,          0.00032511,          0.00066503,          0.00066503,          0.00066503
                 337,            0.018001,            0.029491,          0.00093124,             0.98695,             0.98108,             0.99365,             0.84867,              0.0132,            0.024062,          0.00039339,          0.00066403,          0.00066403,          0.00066403
                 338,            0.019324,            0.030477,           0.0011756,             0.98147,             0.97222,             0.99359,             0.84872,            0.012648,            0.023425,          0.00061011,          0.00066303,          0.00066303,          0.00066303
                 339,             0.01921,            0.031706,           0.0010208,             0.97535,              0.9783,             0.99331,             0.84893,            0.012837,            0.023065,          0.00074152,          0.00066203,          0.00066203,          0.00066203
                 340,             0.01761,            0.030333,             0.00107,             0.98266,             0.97837,             0.99299,             0.85302,            0.012497,            0.023142,          0.00044531,          0.00066103,          0.00066103,          0.00066103
                 341,            0.019447,            0.029135,           0.0010199,             0.97934,             0.99124,             0.99357,               0.847,            0.012361,            0.023131,          0.00028063,          0.00066003,          0.00066003,          0.00066003
                 342,            0.018893,             0.02973,           0.0010156,              0.9823,             0.98919,             0.99364,             0.85246,            0.012243,            0.022114,          0.00025828,          0.00065903,          0.00065903,          0.00065903
                 343,            0.017616,             0.03033,           0.0010434,             0.98239,             0.98597,             0.99306,             0.84877,            0.012085,             0.02229,          0.00024217,          0.00065803,          0.00065803,          0.00065803
                 344,            0.018455,            0.027433,           0.0011458,             0.97415,               0.992,             0.99179,             0.84489,            0.012513,            0.024585,          0.00025411,          0.00065703,          0.00065703,          0.00065703
                 345,            0.017785,              0.0288,          0.00096427,             0.97403,             0.98654,             0.99153,             0.84876,            0.012195,            0.024186,           0.0003865,          0.00065603,          0.00065603,          0.00065603
                 346,            0.017086,            0.026988,          0.00092154,             0.97145,             0.98384,             0.99079,             0.84578,            0.012245,            0.022541,          0.00073745,          0.00065503,          0.00065503,          0.00065503
                 347,            0.019353,            0.030534,            0.001084,             0.94617,             0.98384,             0.98912,             0.82843,            0.013331,            0.022448,           0.0010541,          0.00065403,          0.00065403,          0.00065403
                 348,            0.019144,              0.0298,           0.0011404,             0.97713,             0.97895,              0.9901,             0.83143,            0.013678,            0.024236,          0.00064618,          0.00065303,          0.00065303,          0.00065303
                 349,            0.019751,            0.032589,           0.0010405,             0.98352,             0.98413,             0.99151,             0.84108,            0.013092,            0.023281,          0.00027201,          0.00065203,          0.00065203,          0.00065203
                 350,            0.019467,            0.027501,          0.00079318,             0.98139,             0.98739,             0.99125,             0.84135,            0.012856,            0.024697,          0.00022277,          0.00065103,          0.00065103,          0.00065103
                 351,            0.019287,            0.029566,           0.0011699,             0.98312,             0.97974,             0.98825,             0.84642,            0.012557,            0.024321,          0.00027588,          0.00065004,          0.00065004,          0.00065004
                 352,            0.017888,            0.028911,          0.00095092,             0.98601,             0.97981,             0.98846,             0.83798,            0.012198,            0.022495,          0.00034105,          0.00064904,          0.00064904,          0.00064904
                 353,            0.018871,            0.026724,          0.00096804,             0.98715,             0.97619,             0.98987,             0.84063,            0.012219,            0.021664,          0.00031668,          0.00064804,          0.00064804,          0.00064804
                 354,            0.017094,            0.029502,          0.00071529,              0.9898,             0.98413,             0.99271,             0.84841,             0.01194,            0.021141,          0.00025901,          0.00064704,          0.00064704,          0.00064704
                 355,            0.018457,            0.031154,           0.0013429,              0.9783,             0.99148,              0.9929,             0.85392,             0.01218,            0.021554,          0.00024709,          0.00064604,          0.00064604,          0.00064604
                 356,            0.017831,             0.02816,          0.00086036,             0.98028,             0.99008,             0.99282,             0.85629,            0.012063,            0.021107,          0.00024382,          0.00064504,          0.00064504,          0.00064504
                 357,            0.018497,            0.026608,          0.00073897,             0.97907,              0.9881,             0.99221,             0.85398,            0.012535,            0.021749,          0.00028188,          0.00064404,          0.00064404,          0.00064404
                 358,              0.0179,            0.026549,           0.0010739,             0.97718,             0.98685,             0.99221,             0.85188,            0.012031,            0.021136,          0.00035149,          0.00064304,          0.00064304,          0.00064304
                 359,             0.01815,            0.030542,           0.0010163,             0.98026,             0.97515,             0.99089,             0.84965,            0.011847,            0.020738,          0.00039555,          0.00064204,          0.00064204,          0.00064204
                 360,            0.017608,            0.027636,          0.00095986,             0.98646,             0.97294,             0.99055,             0.85253,            0.012645,             0.02226,          0.00029556,          0.00064104,          0.00064104,          0.00064104
                 361,            0.018091,            0.028661,          0.00097332,             0.98577,             0.97406,             0.98845,             0.84763,            0.012304,            0.022836,          0.00026394,          0.00064004,          0.00064004,          0.00064004
                 362,            0.018133,            0.028589,           0.0010266,             0.98489,             0.97929,             0.99119,             0.85351,            0.011925,            0.022736,          0.00027534,          0.00063904,          0.00063904,          0.00063904
                 363,            0.019065,            0.030657,           0.0009795,             0.98455,             0.96825,             0.99218,             0.84565,            0.013038,            0.023768,          0.00036908,          0.00063804,          0.00063804,          0.00063804
                 364,            0.019915,             0.03185,           0.0010584,             0.96658,              0.9813,             0.99204,             0.85284,             0.01235,            0.023872,          0.00047408,          0.00063704,          0.00063704,          0.00063704
                 365,            0.018544,             0.03031,           0.0010215,              0.9772,             0.97619,             0.99246,             0.84403,            0.012746,            0.024651,          0.00047863,          0.00063604,          0.00063604,          0.00063604
                 366,            0.017366,            0.028629,            0.001039,             0.97918,             0.98016,             0.99241,              0.8483,            0.012538,            0.022876,          0.00048793,          0.00063504,          0.00063504,          0.00063504
                 367,            0.017518,            0.027363,          0.00082892,             0.98081,             0.98282,             0.99269,             0.85494,            0.011976,            0.021623,          0.00033941,          0.00063404,          0.00063404,          0.00063404
                 368,            0.016932,            0.025702,          0.00064929,             0.98106,             0.97833,             0.99255,             0.84367,            0.013104,            0.022597,          0.00023974,          0.00063304,          0.00063304,          0.00063304
                 369,            0.018621,            0.030251,           0.0011629,             0.98402,             0.96917,             0.99177,             0.85541,            0.011736,            0.021843,          0.00026925,          0.00063204,          0.00063204,          0.00063204
